title,body,tags,score
Why would HMAC SHA-1 return a different digest with the same input?,"<p>I am trying to build a working encrypted signature for the Amazon S3 web service, writing a connection library using Objective C. </p>

<p>I have run into HMAC SHA-1 digest problems with the ObjC code, so I'm putting that to the side and looking at existing, working Perl code, to try to troubleshoot digest creation.</p>

<p>I am testing HMAC SHA-1 digest output from the <code>s3ls</code> command of the <code>Net::Amazon::S3</code> package and comparing that against the <code>_encode</code> subroutine that I pulled out and put into its own perl script:</p>

<pre><code>#!/usr/bin/perl -w                                                                                                                                                                                    

use MIME::Base64 qw(encode_base64);
use Digest::HMAC_SHA1;
use String::Escape qw( printable unprintable );

sub _ascii_to_hex {
    (my $str = shift) =~ s/(.|\n)/sprintf(""%02lx"", ord $1)/eg;
    return $str;
}

sub _encode {
    my ( $aws_secret_access_key, $str ) = @_;
    print ""secret key hex: ""._ascii_to_hex($aws_secret_access_key).""\n"";
    my $hmac = Digest::HMAC_SHA1-&gt;new($aws_secret_access_key);
    $hmac-&gt;add($str);
    my $digest = $hmac-&gt;digest;
    print ""cleartext hex: ""._ascii_to_hex($str).""\n"";
    print ""digest hex: ""._ascii_to_hex($digest).""\n"";
    my $b64 = encode_base64( $digest, '' );
    print ""encoded: "".$b64.""\n"";
}

my $secret = ""abcd1234"";
my $cleartext = ""GET\n\n\nFri, 12 Dec 2008 10:08:51 GMT+00:00\n/"";
_encode($secret, $cleartext);
</code></pre>

<p>Here is sample output from this script:</p>

<pre><code>$ ./testhmac.pl 
secret key hex: 6162636431323334
cleartext hex: 4745540a0a0a4672692c2031322044656320323030382031303a30383a353120474d542b30303a30300a2f
digest hex: 63308f9b8a198440d6d8685a3f3f70d0aab02f68
encoded: YzCPm4oZhEDW2GhaPz9w0KqwL2g=
</code></pre>

<p>What I am testing is that, if I input the same secret key and cleartext into the same <code>_encode</code> function of the <code>Net::Amazon::S3</code> package, I should see the very same secret key, cleartext, and digest bytes.</p>

<p>Indeed, I get the same bytes for the secret key and cleartext.</p>

<p>But I get something different for the digest (and of course the base64 encoding), e.g.:</p>

<pre><code>$ s3ls --access-key=foobar --secret-key=abcd1234
...
secret key hex: 6162636431323334
cleartext hex: 4745540a0a0a4672692c2031322044656320323030382031303a30383a353120474d542b30303a30300a2f
digest hex: c0da50050c451847de7ed055c5286de584527a22
encoded: wNpQBQxFGEfeftBVxSht5YRSeiI=
</code></pre>

<p>I have verified that the secret key and clear text are the same input to both scripts. The encoding subroutine is virtually identical in both scripts (except for an unused argument passed to the subroutine, which I remove from my custom version).</p>

<p>What would cause the HMAC SHA-1 digest to be computed differently in both cases, if the input bytes and <code>_encode</code> subroutine are the same?</p>

<p>(I have also verified the two scripts against the test cases at <a href=""http://www.faqs.org/rfcs/rfc2202.html"" rel=""nofollow noreferrer"">RFC 2201</a>.)</p>
",<perl><encryption><hmac><digest><sha1>,5
How to do scalar testing with android?,"<p>I'm not sure ""scalar testing"" is the correct term for it but I mean tests that aren't boolean ""fail or succeed"". The problem I'm working on is a chromatic tuner for android:</p>

<p><a href=""http://code.google.com/p/androidtuner/"">http://code.google.com/p/androidtuner/</a></p>

<p>And I want to test the algorithm by running a few wav files and processing the resulting pitch graph. The goal is to define the scalar test result as a normalized x-minus-y-squared-sum where x is the detected pitch and y is the expected pitch. So a perfect test run would be 0 but more realistically I'd like to tweak the algorithm and see if/how it improved on all the test cases.</p>

<p>Generally speaking - can a unit test result in a number and not a boolean? Does the android testing framework allow it? How should I integrate whichever solution with Eclipse?</p>

<p>My current idea is to just circumvent everything and use adb to fetch files generated after running each test. Though that's not too awesome.</p>
",<java><android><algorithm><unit-testing><testing>,7
Cannot find module '@storybook/react' or its corresponding type declarations. On Heroku,"<p>I'm having in issue when my app gets deployed on heroku with the next message.</p>
<p><a href=""https://i.stack.imgur.com/FeRcQ.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/FeRcQ.png"" alt=""enter image description here"" /></a></p>
<p>My app is running on typescript/react that I want to deploy to Heroku. I am using <code>storybook/react</code> in my application.</p>
<p>This is my <code>tsconfig.json</code> file</p>
<pre><code>{
  &quot;compilerOptions&quot;: {
    &quot;target&quot;: &quot;es5&quot;,
    &quot;lib&quot;: [
      &quot;dom&quot;,
      &quot;dom.iterable&quot;,
      &quot;esnext&quot;
    ],
    &quot;allowJs&quot;: true,
    &quot;skipLibCheck&quot;: true,
    &quot;esModuleInterop&quot;: true,
    &quot;downlevelIteration&quot;: true,
    &quot;allowSyntheticDefaultImports&quot;: true,
    &quot;strict&quot;: true,
    &quot;forceConsistentCasingInFileNames&quot;: true,
    &quot;noFallthroughCasesInSwitch&quot;: true,
    &quot;module&quot;: &quot;esnext&quot;,
    &quot;moduleResolution&quot;: &quot;node&quot;,
    &quot;resolveJsonModule&quot;: true,
    &quot;isolatedModules&quot;: true,
    &quot;noEmit&quot;: true,
    &quot;jsx&quot;: &quot;react-jsx&quot;
  },
  &quot;include&quot;: [
    &quot;src/**/*&quot;
  ]
}
</code></pre>
<p>The structure of my project is:</p>
<pre><code>- public
- src
   - components
     - (In here I have all the imports to storybook)
  - connectors
  - hooks
  - layout
  - state
  - theme
  - utils
</code></pre>
<p>I have storybook/react in <code>devDependencies</code>:</p>
<pre><code> &quot;devDependencies&quot;: {
    &quot;@storybook/addon-actions&quot;: &quot;^6.3.1&quot;,
    &quot;@storybook/addon-essentials&quot;: &quot;^6.3.1&quot;,
    &quot;@storybook/addon-links&quot;: &quot;^6.3.1&quot;,
    &quot;@storybook/node-logger&quot;: &quot;^6.3.1&quot;,
    &quot;@storybook/preset-create-react-app&quot;: &quot;^3.1.6&quot;,
    &quot;@storybook/react&quot;: &quot;^6.3.8&quot;,
    &quot;@types/node&quot;: &quot;^16.7.13&quot;,
    &quot;@types/react-router-dom&quot;: &quot;^5.1.7&quot;,
    &quot;colors&quot;: &quot;^1.4.0&quot;,
    &quot;create-react-component-folder&quot;: &quot;^0.3.7&quot;,
    &quot;husky&quot;: &quot;^7.0.1&quot;,
    &quot;prettier&quot;: &quot;^2.3.2&quot;,
    &quot;yargs&quot;: &quot;^17.0.1&quot;
  }
</code></pre>
<p>I also have this too in my dependencies object in package.json:</p>
<pre><code>&quot;@types/jest&quot;: &quot;^26.0.23&quot;,
&quot;@types/react&quot;: &quot;^17.0.11&quot;,
&quot;@types/react-dom&quot;: &quot;^17.0.8&quot;,
</code></pre>
<p>I don't know what I have wrong. The worst thing is that if I run the app locally it works but on Heroku it just breaks. Any idea of that this could be? Thanks!</p>
",<reactjs><typescript><heroku><storybook><react-typescript>,7
Thin and Puma fail with similar issues - ERROR: Failed to build gem native extension on Mac with OpenSSL@1.1,"<p><strong>Describe the bug</strong>
I have tried to do a <code>gem install puma</code> and <code>gem install thin</code> and get an error.</p>
<p>I have a brand new Mac that I am setting up: MacOS Catalina 10.15.6 (19G73)</p>
<p>I have worked out that any version &lt;= 4.2.1 works fine on my computer
I am using <strong>asdf</strong> version manager</p>
<ul>
<li>Works: <code>gem install puma -v '4.2.1'</code></li>
<li>Fails: <code>gem install puma -v '4.3.0'</code> or <code>gem install puma</code>d</li>
</ul>
<p><strong>Error for Puma</strong></p>
<p>I have tried each of these commands to get this to work</p>
<pre><code>gem install puma

gem install puma -v '4.3.0'  --  --with-ldflags=-L/usr/local/opt/openssl@1.1/lib  --with-cppflags=-I/usr/local/opt/openssl@1.1/include

gem install puma -v '4.3.0'  --  --with-ldflags=-L/usr/local/opt/openssl@1.1/lib  --with-cppflags=-I/usr/local/opt/openssl@1.1/include --with-opt-dir=/usr/local/opt/openssl@1.1
</code></pre>
<pre><code>Building native extensions. This could take a while...
ERROR:  Error installing puma:
    ERROR: Failed to build gem native extension.

    current directory: /Users/myname/.asdf/installs/ruby/2.7.1/lib/ruby/gems/2.7.0/gems/puma-4.3.5/ext/puma_http11
/Users/myname/.asdf/installs/ruby/2.7.1/bin/ruby -I /Users/myname/.asdf/installs/ruby/2.7.1/lib/ruby/site_ruby/2.7.0 -r ./siteconf20200806-17963-1cqtelz.rb extconf.rb
checking for BIO_read() in -lcrypto... yes
checking for SSL_CTX_new() in -lssl... yes
checking for openssl/bio.h... yes
checking for DTLS_method() in openssl/ssl.h... yes
checking for TLS_server_method() in openssl/ssl.h... yes
checking for SSL_CTX_set_min_proto_version in openssl/ssl.h... yes
creating Makefile

current directory: /Users/myname/.asdf/installs/ruby/2.7.1/lib/ruby/gems/2.7.0/gems/puma-4.3.5/ext/puma_http11
make &quot;DESTDIR=&quot; clean

current directory: /Users/myname/.asdf/installs/ruby/2.7.1/lib/ruby/gems/2.7.0/gems/puma-4.3.5/ext/puma_http11
make &quot;DESTDIR=&quot;
compiling http11_parser.c
ext/puma_http11/http11_parser.c:44:18: warning: unused variable 'puma_parser_en_main' [-Wunused-const-variable]
static const int puma_parser_en_main = 1;
                 ^
1 warning generated.
compiling io_buffer.c
compiling mini_ssl.c
mini_ssl.c:145:7: warning: unused variable 'min' [-Wunused-variable]
  int min, ssl_options;
      ^
mini_ssl.c:299:40: warning: function 'raise_error' could be declared with attribute 'noreturn' [-Wmissing-noreturn]
void raise_error(SSL* ssl, int result) {
                                       ^
2 warnings generated.
compiling puma_http11.c
puma_http11.c:203:22: error: implicitly declaring library function 'isspace' with type 'int (int)' [-Werror,-Wimplicit-function-declaration]
  while (vlen &gt; 0 &amp;&amp; isspace(value[vlen - 1])) vlen--;
                     ^
puma_http11.c:203:22: note: include the header &lt;ctype.h&gt; or explicitly provide a declaration for 'isspace'
1 error generated.
make: *** [puma_http11.o] Error 1

make failed, exit code 2

Gem files will remain installed in /Users/myname/.asdf/installs/ruby/2.7.1/lib/ruby/gems/2.7.0/gems/puma-4.3.5 for inspection.
Results logged to /Users/myname/.asdf/installs/ruby/2.7.1/lib/ruby/gems/2.7.0/extensions/x86_64-darwin-19/2.7.0/puma-4.3.5/gem_make.out
</code></pre>
<p>I saw on this <a href=""https://github.com/puma/puma/issues/1380"" rel=""noreferrer"">thread</a> that you need OpenSSL 1.1</p>
<p><strong>OpenSSL@1.1</strong></p>
<p>I reinstalled openssl</p>
<p><code>brew reinstall openssl@1.1</code></p>
<pre><code>==&gt; Downloading https://homebrew.bintray.com/bottles/openssl%401.1-1.1.1g.catalina.bottle.tar.gz
Already downloaded: /Users/myname/Library/Caches/Homebrew/downloads/d6b7a6d80c588c89e79f350ce3e05c95d31d804291cc120efcbb6c9478607a41--openssl@1.1-1.1.1g.catalina.bottle.tar.gz
==&gt; Reinstalling openssl@1.1
==&gt; Pouring openssl@1.1-1.1.1g.catalina.bottle.tar.gz
==&gt; Caveats
A CA file has been bootstrapped using certificates from the system
keychain. To add additional certificates, place .pem files in
  /usr/local/etc/openssl@1.1/certs

and run
  /usr/local/opt/openssl@1.1/bin/c_rehash

openssl@1.1 is keg-only, which means it was not symlinked into /usr/local,
because macOS provides LibreSSL.

If you need to have openssl@1.1 first in your PATH run:
  echo 'export PATH=&quot;/usr/local/opt/openssl@1.1/bin:$PATH&quot;' &gt;&gt; ~/.zshrc

For compilers to find openssl@1.1 you may need to set:
  export LDFLAGS=&quot;-L/usr/local/opt/openssl@1.1/lib&quot;
  export CPPFLAGS=&quot;-I/usr/local/opt/openssl@1.1/include&quot;

For pkg-config to find openssl@1.1 you may need to set:
  export PKG_CONFIG_PATH=&quot;/usr/local/opt/openssl@1.1/lib/pkgconfig&quot;
</code></pre>
<p>I tested with these lines in .zshrc</p>
<pre><code>export PATH=&quot;/usr/local/opt/openssl@1.1/bin:$PATH&quot;
export LDFLAGS=&quot;-L/usr/local/opt/openssl@1.1/lib&quot;
export CPPFLAGS=&quot;-I/usr/local/opt/openssl@1.1/include&quot;
export PKG_CONFIG_PATH=&quot;/usr/local/opt/openssl@1.1/lib/pkgconfig&quot;
</code></pre>
<p><strong>Install for Thin</strong></p>
<p><code>gem install thin</code></p>
<pre><code>Building native extensions. This could take a while...
ERROR:  Error installing thin:
    ERROR: Failed to build gem native extension.

    current directory: /Users/myname/.asdf/installs/ruby/2.7.1/lib/ruby/gems/2.7.0/gems/thin-1.7.2/ext/thin_parser
/Users/myname/.asdf/installs/ruby/2.7.1/bin/ruby -I /Users/myname/.asdf/installs/ruby/2.7.1/lib/ruby/site_ruby/2.7.0 -r ./siteconf20200806-18426-1lt7u04.rb extconf.rb
checking for main() in -lc... yes
creating Makefile

current directory: /Users/myname/.asdf/installs/ruby/2.7.1/lib/ruby/gems/2.7.0/gems/thin-1.7.2/ext/thin_parser
make &quot;DESTDIR=&quot; clean

current directory: /Users/myname/.asdf/installs/ruby/2.7.1/lib/ruby/gems/2.7.0/gems/thin-1.7.2/ext/thin_parser
make &quot;DESTDIR=&quot;
compiling parser.c
parser.c:31:18: warning: unused variable 'http_parser_en_main' [-Wunused-const-variable]
static const int http_parser_en_main = 1;
                 ^
1 warning generated.
compiling thin.c
thin.c:242:3: error: implicit declaration of function 'thin_http_parser_init' is invalid in C99 [-Werror,-Wimplicit-function-declaration]
  thin_http_parser_init(hp);
  ^
thin.c:242:3: note: did you mean 'http_parser_init'?
./parser.h:41:5: note: 'http_parser_init' declared here
int http_parser_init(http_parser *parser);
    ^
thin.c:260:3: error: implicit declaration of function 'thin_http_parser_init' is invalid in C99 [-Werror,-Wimplicit-function-declaration]
  thin_http_parser_init(http);
  ^
thin.c:277:3: error: implicit declaration of function 'thin_http_parser_init' is invalid in C99 [-Werror,-Wimplicit-function-declaration]
  thin_http_parser_init(http);
  ^
thin.c:294:3: error: implicit declaration of function 'thin_http_parser_finish' is invalid in C99 [-Werror,-Wimplicit-function-declaration]
  thin_http_parser_finish(http);
  ^
thin.c:294:3: note: did you mean 'Thin_HttpParser_finish'?
thin.c:290:7: note: 'Thin_HttpParser_finish' declared here
VALUE Thin_HttpParser_finish(VALUE self)
      ^
thin.c:296:10: error: implicit declaration of function 'thin_http_parser_is_finished' is invalid in C99 [-Werror,-Wimplicit-function-declaration]
  return thin_http_parser_is_finished(http) ? Qtrue : Qfalse;
         ^
thin.c:334:5: error: implicit declaration of function 'thin_http_parser_execute' is invalid in C99 [-Werror,-Wimplicit-function-declaration]
    thin_http_parser_execute(http, dptr, dlen, from);
    ^
thin.c:334:5: note: did you mean 'Thin_HttpParser_execute'?
thin.c:317:7: note: 'Thin_HttpParser_execute' declared here
VALUE Thin_HttpParser_execute(VALUE self, VALUE req_hash, VALUE data, VALUE start)
      ^
thin.c:338:8: error: implicit declaration of function 'thin_http_parser_has_error' is invalid in C99 [-Werror,-Wimplicit-function-declaration]
    if(thin_http_parser_has_error(http)) {
       ^
thin.c:338:8: note: did you mean 'http_parser_has_error'?
./parser.h:44:5: note: 'http_parser_has_error' declared here
int http_parser_has_error(http_parser *parser);
    ^
thin.c:359:10: error: implicit declaration of function 'thin_http_parser_has_error' is invalid in C99 [-Werror,-Wimplicit-function-declaration]
  return thin_http_parser_has_error(http) ? Qtrue : Qfalse;
         ^
thin.c:374:10: error: implicit declaration of function 'thin_http_parser_is_finished' is invalid in C99 [-Werror,-Wimplicit-function-declaration]
  return thin_http_parser_is_finished(http) ? Qtrue : Qfalse;
         ^
9 errors generated.
make: *** [thin.o] Error 1

make failed, exit code 2

Gem files will remain installed in /Users/myname/.asdf/installs/ruby/2.7.1/lib/ruby/gems/2.7.0/gems/thin-1.7.2 for inspection.
Results logged to /Users/myname/.asdf/installs/ruby/2.7.1/lib/ruby/gems/2.7.0/extensions/x86_64-darwin-19/2.7.0/thin-1.7.2/gem_make.out
</code></pre>
",<ruby><macos><macos-catalina><puma><thin>,19
How DateTime is validated in MVC Unobtrusive Validation?,"<p>Using MVC4 with client-side &amp; unobtrusive validation enabled, I'm trying to understand how the validation determine if an entered DateTime value is valid or not.</p>

<p>In my application this formatted date is valid: <code>01/31/2013</code>,
while if I enter: <code>31/01/2013</code>, I get:</p>

<blockquote>
  <p>The field [fieldId] must be a date</p>
</blockquote>

<p>How does it determined what is a valid date?</p>
",<asp.net-mvc><asp.net-mvc-3><asp.net-mvc-4><jquery-validate><unobtrusive-validation>,7
Encode wav to AAC on Android,"<p>You can use <a href=""http://developer.android.com/reference/android/media/MediaRecorder.html"">MediaRecorder</a> to record a stream directly to AAC but there doesn't seem to be a way to encode an existing PCM/WAV file to AAC. The ability to encode to AAC exists natively in Android and I'd like to use that. Is there no way to do it with a pre-existing audio file?</p>
",<android><wav><encode><pcm><aac>,15
iOS: the background color of the header of my TableView is not changing anymore in iOS13,"<p>My TableView's header is not displaying well in iOS13. No matter what color I put, it always displays a light gray now...</p>

<pre><code>- (void)tableView:(UITableView *)tableView willDisplayHeaderView:(UIView *)view forSection:(NSInteger)section
{   //Section color &amp; style

    UITableViewHeaderFooterView *v = (UITableViewHeaderFooterView *)view;

    v.backgroundView.alpha = 1;
    v.textLabel.textColor = sectionColor;
    v.textLabel.font = sectionFont;
    v.textLabel.numberOfLines = 1;
    v.textLabel.minimumScaleFactor = 0.5;
    v.textLabel.adjustsFontSizeToFitWidth = YES;
    v.backgroundView.backgroundColor = [UIColor blueColor];
} 
</code></pre>

<p>iOS12:<br>
<a href=""https://i.stack.imgur.com/Ad07w.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/Ad07w.png"" alt=""iOS12""></a></p>

<p>iOS13:
<a href=""https://i.stack.imgur.com/LbIFR.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/LbIFR.png"" alt=""iOS13""></a></p>

<p>It is strange because when I put a stop in the debugger in step by step, it displays me the good image in iOS13, but not in the app:  </p>

<p><a href=""https://i.stack.imgur.com/Ea9ux.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/Ea9ux.png"" alt=""stepbystep""></a>
Any suggestions, thanks in advance ?  </p>
",<ios><objective-c><uitableview><ios13><uibackgroundcolor>,7
"Bazel: How do i use nodeJS_binary rule to do ""npm run start""","<p>How do i use the <code>nodejs_binary</code> rule to do a standard npm run start. I am able to run a typical node project using this rule. However i want to run a the start script in package.json. So far i have the following below in my build file</p>

<pre><code>load(""@build_bazel_rules_nodejs//:defs.bzl"", ""nodejs_binary"")

nodejs_binary(
    name = ""app"",
    data = ["":app_files""],
    node=""@nodejs//:bin/npm"",
    entry_point = ""workspace_name/src/server.js"",
    node_modules = ""@npm_deps//:node_modules"",
    args=[""start""]
)
</code></pre>

<p>This does not start the server..somehow npm command is not running properly. it indicates usage of the command in incomplete. </p>

<p>I am currently able to do this within the WORKSPACE</p>

<p><code>bazel run @nodejs//:bin/yarn</code> (runs yarn install and installs all node-modulse)</p>

<p><code>bazel run @nodejs//:bin/npm start</code> (this starts the server)</p>

<p>In my package.json i have</p>

<pre><code>{
  ""scripts"": {
    ""start"": ""babel-node src/server.js"",
   ...
  }
...
}
</code></pre>

<p>I do i get this to work with nodejs_binary rule and subsequently node_image</p>

<p>I changed from using npm to using yarn..workspace_name/src/server.js.. is called now but Then i had different set of problems, <strong>babel-node was not found.</strong> 
I modified the rule a bit. After careful study...I realise that there is a dependency on babel-node that is not satisfied at the time yarn run start is called. The following worked after i had run <code>bazel run @nodejs//:bin/yarn</code> before running the rule. </p>

<pre><code>nodejs_binary(
    name = ""app"",
    args = [""start""],
    data = [
        "":app_files"",
        ""@//:node_modules"",
    ],
    entry_point = ""workspace_name/src/server.js"",
    node = ""@nodejs//:bin/yarn"",
    node_modules = ""@npm_deps//:node_modules"",
)
</code></pre>

<p>It appears that <code>""@//:node_modules""</code> solves the babel-node dependency issue. So the rule above does not work on its own...it needs me to do <code>bazel run @nodejs//:bin/yarn</code> (more like npm/yarn install to make the node_modules, which contain babel-node dependecy available when npm/yarn start is run)</p>

<p>So my problem is that I do not want to have to manually run <code>bazel run @nodejs//:bin/yarn</code> before executing my rule. how do i do this.
I suppose it would work if i stopped depending on babel-node...but then i would have to change my code to not use es6 syntax (that is a hustle). Is there a way i can do this with a genrule? or something...</p>
",<javascript><node.js><npm><bazel><npm-start>,5
Remove border from IFrame,"<p>How would I remove the border from an iframe embedded in my web app? An example of the iframe is:</p>

<pre><code>&lt;iframe src=""myURL"" width=""300"" height=""300""&gt;Browser not compatible.&lt;/iframe&gt;
</code></pre>

<p>I would like the transition from the content on my page to the contents of the iframe to be seamless, assuming the background colors are consistent. The target browser is IE6 only and unfortunately solutions for others will not help.</p>
",<html><css><iframe><internet-explorer-6><noborder>,847
.Net CompareExchange reordering,"<p>Can the compiler or processor reorder the following instructions so that another Thread sees <code>a == 0</code> and <code>b == 1</code>?</p>

<p>Assuming <code>int a = 0, b = 0;</code> somewhere.</p>

<pre><code>System.Threading.Interlocked.CompareExchange&lt;int&gt;(ref a, 1, 0);
System.Threading.Interlocked.CompareExchange&lt;int&gt;(ref b, 1, 0);
</code></pre>
",<c#><.net><multithreading><memory-fences><test-and-set>,7
Shell script - Bump version automatically git,"<p>I've the following command which I want to execute <strong>with one command</strong> via 'makefile' how can I do it ?</p>

<pre><code>1. git tag -a v0.0.1 -m ""new release""
2. git push origin v0.0.1
</code></pre>

<p>Now I've created something for start</p>

<pre><code>git:
    git add .
    git commit -m ""$m""
    git push origin master
</code></pre>

<p>Now I've two issue, how to resolve the version e.g.
Here is v0.0.1 but for each new release I need to bump it like first is 
v0.0.1 and the next release should be v0.0.2, can it be done somehow <strong>automatically</strong> (maybe have some counter...)? if not maybe add it as parameter to one command </p>

<ol>
<li>git tag -a <strong>v0.0.1</strong> -m ""new release""</li>
<li>git push origin <strong>v0.0.1</strong>        </li>
</ol>

<p><strong>update</strong></p>

<p>There is answer which looks good  with the following</p>

<pre><code>git describe --tags --abbrev=0 | awk -F. '{$NF+=1; OFS="".""; print $0}'
</code></pre>

<p>but How should I combine it with ? </p>

<ol>
<li>git tag -a <strong>v0.0.1</strong> -m ""new release""</li>
<li>git push origin <strong>v0.0.1</strong>   </li>
</ol>

<p><strong>update 2</strong></p>

<p>When I try the following as suggest in Kevin answer I got error:</p>

<p>.PHONY: git</p>

<p>VERSION=<code>git describe --tags --abbrev=0 | awk -F. '{$NF+=1; OFS="".""; print $0}'</code></p>

<pre><code>git:
    git add .
    git commit -m ""$m""
    git push origin master
    git tag -a $(VERSION) -m ""new release""
    git push origin $(VERSION)
</code></pre>

<p><strong>The error is:</strong> <code>fatal: tag 'ERSION' already exists</code>
it seems that the bump of not working and it somehow remove the <code>v</code> from version</p>

<p>I did another check, remove the repo and start it from scratch manually for the first release <code>0.0.1</code> now I did change in one file and run the script , the version should now be <code>0.0.2</code> if it success, but no Im getting error <code>fatal: tag 'v0.0.1' already exists</code> which explain that the <strong>bump is not working</strong>, any idea why ?</p>

<p>I guess it's related to this code  `'{$NF+=1; OFS="".""; print $0}'</p>
",<linux><bash><git><shell><makefile>,6
Codeigniter 3 Remove index.php Problems,"<p>I have a little project that i developed for a client in codeigniter 2.1.4 and now, he insists to migrate to codeigniter 3 DEV version. I know that's not a good ideea but...
My problem is that i can't remove the index.php from the url.</p>

<p>This is my .htaccess file :</p>

<pre><code>  Options +FollowSymLinks
  RewriteEngine on

  # Send request via index.php
  RewriteCond %{REQUEST_FILENAME} !-f
  RewriteCond %{REQUEST_FILENAME} !-d
  RewriteRule ^(.*)$ index.php?/$1 [L]
</code></pre>

<p>I have removed the index.php from the config.php file
<br />No luck
<br />I reinstalled the LAMP server (i'm on Ubuntu 12.04'), reconfigured <br />I have other projects on my local server developed on Codeigniter 2.1.4 and Laravel 4 and they work just fine but this one it's killing me.
<br />Thank you!</p>
",<php><apache><.htaccess><codeigniter><mod-rewrite>,5
"Calculating user, nice, sys, idle, iowait, irq and sirq from /proc/stat","<p>/proc/stat shows ticks for user, nice, sys, idle, iowait, irq and sirq like this:</p>

<p><code>cpu  6214713 286 1216407 121074379 260283 253506 197368 0 0 0</code></p>

<p>How can I calculate the individual utilizations (in %) for user, nice etc with these values? Like the values that shows in 'top' or 'vmstat'.</p>
",<python><c><linux><kernel><procfs>,9
How to use a boost::mutex as the mapped type in std::map?,"<p>I would like to lock the keys/index in another map like this:</p>

<pre><code>std::map&lt;int, boost::mutex&gt; pointCloudsMutexes_;
pointCloudsMutexes_[index].lock();
</code></pre>

<p>However, I am getting the following error:</p>

<pre><code>/usr/include/c++/4.8/bits/stl_pair.h:113: error: no matching function for call to 'boost::mutex::mutex(const boost::mutex&amp;)'
       : first(__a), second(__b) { }
                               ^
</code></pre>

<p>It seems to work with <code>std::vector</code>, but not with <code>std::map</code>. What am I doing wrong?</p>
",<c++><boost><mutex><stdmap><boost-mutex>,5
C++: Is it safe to pass an argument like unique_ptr::get() to function,"<p>Is is safe to pass a function parameter like <code>getAName(getA().get())</code>? <code>getA()</code> return a object <code>unique_ptr&lt;A&gt;</code>.</p>

<p>I test with the whole code below on VS 2010, it works. But I would like to make sure if it's c++ standard, is it safe with other c++ compilers? </p>

<pre><code>#include ""stdafx.h""
#include &lt;memory&gt;
#include &lt;iostream&gt;

using namespace std;

class A
{
public:
    A(){ cout&lt;&lt;""A()""&lt;&lt;endl;}
    ~A(){ cout&lt;&lt;""~A()""&lt;&lt;endl;}

    string name() { return ""A""; }
};

std::unique_ptr&lt;A&gt; getA()
{
    return std::unique_ptr&lt;A&gt;(new A());;
}

void getAName(A* a)
{
    if(a)
    {
        cout &lt;&lt; a-&gt;name().c_str() &lt;&lt; endl;
    }
}

int _tmain(int argc, _TCHAR* argv[])
{
    getAName(getA().get());
    return 0;
}
</code></pre>

<p>The outputs in console are:</p>

<pre><code>A()
A
~()
</code></pre>

<p>Is it necessary to make code as below for safe for all compilers?</p>

<pre><code>unique_ptr&lt;A&gt; a = getA();
getAName(a.get());
</code></pre>
",<c++><c++11><stl><unique-ptr><temporary>,9
"Facebook stops custom parameters (image,title,description) through FB.ui?","<p>Today I check my site and this code not working:</p>

<pre><code>&lt;script&gt;
...
    FB.ui({
            display: 'dialog',
            method: 'share_open_graph',
            action_type: 'og.likes',
            hashtag: '#Testing',
            action_properties: JSON.stringify({
                object: {
                    'og:image': img,
                    'og:image:secure_url': img,
                    'og:image:type': 'image/jpeg',
                    'og:image:width': w,
                    'og:image:height': h,
                    'og:image:alt': img,
                    'og:url': link,
                    'og:title': title,
                    'og:description': desc,
                    'fb:admins': fbadmin
                }
            })
        },
        function(response) {
            if (typeof response != 'undefined') {
                //Success
            } else {
                //Not Success;
            }
        });
&lt;/script&gt;
</code></pre>

<p>With this code, from <a href=""https://developers.facebook.com/docs/sharing/reference/share-dialog/"" rel=""nofollow noreferrer"">https://developers.facebook.com/docs/sharing/reference/share-dialog/</a> :</p>

<pre><code>FB.ui({
  method: 'share',
  href: link,
}, function(response){});
</code></pre>

<p>Facebook sees and takes a picture of the <strong>link</strong>, but not the picture that I need share.
Apparently FB changed policy of sharing.</p>

<p>How to now I can customize paramateres for sharing? How to I can set custom image if this link has a lot of pictures?</p>

<p><strong>Edited</strong></p>

<p>Without <strong>og:url</strong> it worked again, but after click successfully shared content on facebook, redirected on board url, not on url that I need share.</p>
",<jquery><facebook><parameters><sharing><fb.ui>,5
