title_lemmatized,body_lemmatized,tags_transformed
['google chrome v30 css overflow attribute on input elements cause other inputs to jump on focus state'],"['this bug seems to only appear on chrome version 300 when i focus on an input element with overflow hidden it cause other input elements to jump', 'any idea why this happen', 'fiddle ']","html,css,google-chrome,input,overflow"
['how to extend instead of overriding wpf styles'],"['i want to use custom theme in my application and as far as i know i can accomplish this by using resource dictionary and referencing it in appxaml', 'styles would override the defaults like this style targettypextype label setter propertyforeground valuegreen style now as i guess the default label style is overriden with same values but all my label fonts are green', 'the problem starts when i want to style one label somewhere again', 'when i want to change some other property in my grid like this gridresources style targettypextype label setter propertyfontsize value28 style gridresources all labels inside my grid are losing their foreground color and have default one again didnt i override defaults in previous step', 'after some tries i found out that to do this properly i have to add another property to style declaration basedonstaticresource xtype label and it works', 'this is kind of weird for me because now i will have to repeat same basedon code in whole app and this is not how styling works this should be done automatically', 'for example in html css styles are inherited and merged and in wpf they are replaced notice that when i dont use any styles controls still get their look from somehwere system themes', 'how can i tell them to look for defaults somewhere else so without any additional code on styles they will think that they should be green by default', 'is there any way i can automate setting basedon property', 'or maybe there is a better to do this overally']","wpf,styles,themes,skin,basedon"
['wrong sorting with collator using localesimplifiedchinese'],"['im trying to order a list of countries in chinese using localesimplifiedchinese which seems that it orders using pinyin phonetic alphabet that is characters are ordered according to their latin correspondent combination from a to z', 'but ive found some cases when it orders bad', 'for example character is zhong1 character is fan4 the correct order should be but instead it is ordered in the other way', 'string characters new string liststring list arraysaslistcharacters systemoutprintlnbefore sorting systemoutprintlnlisttostring collator collator collatorgetinstancelocalesimplifiedchinese collatorsetstrengthcollatorprimary collectionssortlist collator systemoutprintlnafter sorting systemoutprintlnlisttostring results of this snippet are before sorting after sorting going deeper i found the rules that java applies with localesimplifiedchinese', 'you can find in next image notice that is after i realized before the that i highlighted in red all characters are ordered according to their latin correspondent combination from a to z however after the sign the characters are ordered by the composition of the character', 'for example if all the characters have a same part usually the left part of the character they are then grouped together not according to the a to z rule', 'also all the characters after the are less common chinese characters', 'so is a less common character than so it is put after ', 'i wonder why this decision if it is intentionally', 'but it results in wrong sortings', 'i dont know how to find a solution for this']","java,sorting,character,collation,chinese-locale"
['vuejs 3 emit event from child to parent component'],"['ive recently started working with vuejs im using v3 and seem to be having an issue calling a method on a parent', 'the emit function in the child doesnt seem to be emitting the event and nothing is getting picked up in the parent', 'ive included the parent and child to show how i have it set up parent template first child vbindsamplesample enlargetextonenlargetext template script langts import definecomponent from vue import axios from axios import first from firstvue import child from childvue export default definecomponent name container components first child methods onenlargetext consolelogenlargetext data sample parentmessage created axiosget thenresponse consolelogresponse thissample responsedata catcherror consolelogerror script child template div idadd form idsignupform submitpreventsubmit label fortexttextlabel input typetext vmodeltext required p classerror error p div classfield hastextright button typesubmit classbutton isdangersubmitbutton div form button vonclicktrythis enlarge text button div template script langts import definecomponent ref from vue import axios from axios interface sampleinterface text string error string export default definecomponent name add data addinterface text error methods trythis thisemitenlargetext submit thisemitenlargetext script how should this be done', 'is there something ive missed', 'i was wondering can i still use emit here']","typescript,vue.js,vuejs3,vue-composition-api,vue-script-setup"
['migrating ssdt project from visual studio 2012 to 2017 cdc source not opening'],"['we migrated packages from visual studio 2012 to 2017 there is no cdc source component in the ssis toolbox and the cdc source component looks like and cannot be opened as well', 'if i create a new visual studio 2017 project it has the cdc source component in the ssis toolbox and i can work with it']","sql-server,visual-studio,ssis,ssis-2012,ssis-2017"
['add a signature with annotations to extension methods'],"['when embedding python in my application and writing an extension type i can add a signature to the method by using a properly crafted tpdoc string', 'static pymethoddef answermethods ultimate pycfunctionanswerultimate methvarargs ultimateself questionlife the universe everything', 'n n n return the ultimate answer to the given question', ' null when helpanswer is executed the following is returned abbreviated class answerbuiltinsobject ultimateself questionlife the universe everything', ' return the ultimate answer to the given question', 'this is good but im using python36 which has support for annotations', 'id like to annotate question to be a string and the function to return an int', 'ive tried static pymethoddef answermethods ultimate pycfunctionanswerisultimate methvarargs ultimateself questionstrlife the universe everything', ' intn n n return the ultimate answer to the given question', ' null but this reverts to the notation and the documentation becomes ultimate ultimateself questionstrlife the universe everything', ' int return the ultimate answer to the given question', 'and asking for inspectsignatureanswerultimate results in an exception', 'traceback most recent call last file string line 11 in module file inspectpy line 3037 in signature file inspectpy line 2787 in fromcallable file inspectpy line 2266 in signaturefromcallable file inspectpy line 2090 in signaturefrombuiltin valueerror no signature found for builtin builtin method ultimate of exampleanswer object at 0x000002179f3a11b0 ive tried to add the annotations after the fact with python code exampleanswerultimateannotations return bool but the builtin method descriptors cant have annotations added this way', 'traceback most recent call last file string line 2 in module attributeerror methoddescriptor object has no attribute annotations is there a way to add annotations to extension methods using the capi', 'argument clinic looked promising and may still be very useful but as of 365 it doesnt support annotations', 'annotation the annotation value for this parameter', 'not currently supported because pep 8 mandates that the python library may not use annotations']","python,python-3.6,signature,python-c-api,python-internals"
['enabling pretty permalinks on wordpress apache configuration does not work'],"['probably this error has a pretty easy solution but ive been looking way to long at this and still dont get the error', 'i think ive tried whatever i could', 'problem when i enable pretty permalinks on my wordpress installation so that it is using postname it doesnt work', 'i get a 404 on all pages except for the homepage', 'this page tells me the requirements for permalinks to work apache web server with the modrewrite module installed in wordpresss home directory the followsymlinks option enabled fileinfo directives allowed eg', 'allowoverride fileinfo or allowoverride all an htaccess file if this file is missing wordpress will try to create it when you activate pretty permalinks if you want wordpress to update the htaccess file automatically wordpress will need write access to the file', 'apache web server has been installed the modrewrite module has been loaded with a2enmod rewrite command and the server has been restarted multiple times after', 'so under etcapache2modsenabled the symlink to rewriteload is present', 'also when i run phpinfo command i see that the modrewrite module has been loaded', 'you can check this as well here then in etcapache2sitesenabled there was no default present', 'i copied 000defaultconf to default and edited default afterwards', 'it contains the following documentroot varwww directory options followsymlinks indexes allowoverride fileinfo directory so as far as im concerned followsymlinks has been enabled and fileinfo directives are allowed', 'as for the last two points in my wordpress home directory varwww htaccess is present and writeable by wordpress i updated the permalink structure a couple of times and it updates the htaccess file accordingly', 'right now it contains the following begin wordpress ifmodule modrewritec rewriteengine on rewritebase rewriterule indexphp l rewritecond requestfilename f rewritecond requestfilename d rewriterule ', 'indexphp l ifmodule end wordpress so as far as i know it should be working', 'i restarted the server service apache2 restart several times', 'i dont see what im missing', 'anyone has a clue here', 'thanks in advance', ' edit so i did what calcinai told me to do i edited my etcapache2sitesenableddefault file containing the vhost', 'it now looks like this virtualhost 80 the servername directive sets the request scheme hostname and port that the server uses to identify itself', 'this is used when creating redirection urls', 'in the context of virtual hosts the servername specifies what hostname must appear in the requests host header to match this virtual host', 'for the default virtual host this file this value is not decisive as it is used as a last resort host regardless', ' however you must set it for any further virtual host explicitly', 'servername serveradmin documentroot varwww directory varwww options multiviews allowoverride none order allowdeny allow from all rewriteengine on rewritebase rewriterule indexphp l rewritecond requestfilename f rewritecond requestfilename d rewriterule ', 'indexphp l directory available loglevels trace8 trace1 debug info notice warn error crit alert emerg', ' it is also possible to configure the loglevel for particular modules eg', 'loglevel info sslwarn errorlog apachelogdirerrorlog customlog apachelogdiraccesslog combined for most configuration files from confavailable which are enabled or disabled at a global level it is possible to include a line for only one particular virtual host', 'for example the following line enables the cgi configuration for this host only after it has been globally disabled with a2disconf', 'include confavailableservecgibinconf virtualhost vim syntaxapache ts4 sw4 sts4 sr noet ive restarted apache again but unfortunately it still doesnt work', 'honestly it would have surprised me because moving the directives from the htaccess file to the vhost would work if the htaccess on itself would work as everything else seemed correct enough to me any other suggestions', 'thanks for the effort']","php,wordpress,apache,.htaccess,mod-rewrite"
['ios8 check if device has touch id'],"['lacontext has method to check if device can evaluate touch id and gives error message', 'problem is that same error message laerrorpasscodenotset is given by system in two cases 1 if user has touch id but turned it off in settings iphone 5s with ios8 2 if device doesnt have touch id ipad with ios8 q how to check if device supports touch id but havent turned it on in settings', 'update had created ticket to apple regarding this bug id 18364575 and received answer engineering has determined that this issue behaves as intended based on the following information if passcode is not set you will not be able to detect touch id presence', 'once the passcode is set canevaluatepolicy will eventually return laerrortouchidnotavailable or laerrortouchidnotenrolled and you will be able to detect touch id presencestate', 'if users have disabled passcode on phone with touch id they knew that they will not be able to use touch id so the apps dont need to detect touch id presence or promote touch id based features ']","ios,iphone,ios8,touch-id,face-id"
['how to integrate fluentvalidation into mvc4'],"['i have made a simple model that has fluentvalidation in it but it does not seem to work', 'my database is updating with empty name and passing tryupdatemodel i dont get clientside validation errors when i submit my form i have tried to add fluentvalidationmodelvalidatorproviderconfigure in applicationstart but it shows that it cannot find fluentvalidationmodelvalidatorprovider even though i added using class', 'i also tried to add validatortypeofcategory on top of my model class but didnt do anything', 'this us the resource ive been looking for information', 'model public class category public int id get set public string name get set virtual public icollectionimage images get set public class categoryvalidator abstractvalidatorcategory public categoryvalidator ruleforx xnamenotemptywithmessagecategory name is required', ' controller httppost validateantiforgerytoken public actionresult editcategory c var category dbcategorieswherex xid cidsingleordefault if category null return httpnotfound update model and return to category list if tryupdatemodelcategory it passes with empty name and saves changes dbsavechanges return redirecttoactionindex category something is wrong return view back return viewc ']","c#,asp.net,asp.net-mvc,asp.net-mvc-4,fluentvalidation"
['rails 6 constant actioncontrollerinvalidauthenticitytoken'],"['im tinkering with rails 6 and i am constantly getting actioncontrollerinvalidauthenticitytoken on forms generated by rails such as implementing the rails tutorial book registerlogin flow formforuser url signup do f render partialserrormessages flabel name nimi ftextfield name flabel email email femailfield email flabel password parool fpasswordfield password flabel passwordconfirmation korda parooli fpasswordfield passwordconfirmation fsubmit loo konto class buttongreen end this happens on all forms and the output dumps look like this applicationhtmlerb doctype html html head titlestorebase kaasaegsed epoedtitle csrfmetatags cspmetatag javascriptpacktag application dataturbolinkstrack reload stylesheetlinktag application media all dataturbolinkstrack reload stylesheetpacktag application dataturbolinkstrack reload head body classbggray100 textgray900 flasheach do messagetype message div classbgblue100 textblue500 flex itemscenter h12 px12 shadowlg flash messagetype message div end yield debugparams if railsenvdevelopment', ' body html what should i do']","ruby-on-rails,csrf,actioncontroller,ruby-on-rails-6,authenticity-token"
['rmarkdown of stargazer latex error if align is set to true'],"['i am working with stargazer and i want to produce a latex output for a simple lm object', 'the problem is that i cannot set align true without getting an error', 'latex error caption outside float', 'i checked it and what the message says is wrong', 'copying the stargazer output directly into an latex document works fine', 'copying it into an rmarkdown document produces the same error which is no surprise but i just wanted to be sure', 'after playing around a bit i figured out that it is working in rmarkdown if the significance stars are removed or to precise the ', 'however stargazer is producing them by default and they are also an important part of the output', 'is there a way to make it work', ' headerincludes usepackagedcolumn output pdfdocument r markdown r include false librarystargazer df dataframex 110 rnorm100 y 110 rnorm100 reg lmy x data df r resultsasis echo false stargazerreg header false align true ']","r,knitr,r-markdown,pandoc,stargazer"
['kafka cluster loses or duplicates messages'],"['while working to adapt javas kafkaioit to work with a large dataset i encountered a problem', 'i want to push 100m records through a kafka topic verify data correctness and at the same time check the performance of kafkaiowrite and kafkaioread', 'to perform the tests im using a kafka cluster on kubernetes from the beam repo here', 'the expected result would be that first the records are generated in a deterministic way next they are written to kafka this concludes the write pipeline', 'as for reading and correctness checking first the data is read from the topic and after being decoded into string representations a hashcode of the whole pcollection is calculated for details check kafkaioitjava', 'during the testing i ran into several problems when the predermined number of records is read from the kafka topic the hash is different each time', 'sometimes not all the records are read and the dataflow task waits for the input indefinitely occasionally throwing exceptions', 'i believe there are two possible causes of this behavior either there is something wrong with the kafka cluster configuration or kafkaio behaves erratically on high data volumes duplicating andor dropping records', 'i found a stack answer that i believe might explain the first behavior link if messages are delivered more than once its obvious that the hash of the whole collection would change', 'in this case i dont really know how to configure kafkaiowrite in beam to produce exactly once', 'this leaves the issue of messages being dropped unsolved', 'can you help']","kubernetes,apache-kafka,bigdata,google-cloud-dataflow,apache-beam"
['php script stops working suddenly without reason'],"['im running a big php script it might take a full day to finish its job this script grabs data from mysql database and use it with curl to test stuff it does it with about 40000 records so to make it run on background for as long as it needs i used the terminal to execute it in the php script itself it has those settings to make sure it runs as long as possible until it finishes settimelimit0 run without timeout limit and because i execute it from another separated php script i use this function ignoreuserabort1 ignore my abort because executing it directly from the command line it will give me two choices 1 to wait till the script finishes 2 cancel the whole process and after searching there was an article that gives me a third choice and its to run it in background for longest possible by creating an external php script to excute the main big php script in background using this function execphp bigfilephp that means i can open this external page normally from a browser and exit it without worry since ignoreuserabort will keep it running in background thats still not the problem the problem is after an unknown period the script stops its job how do i know ', 'i told it to write in an external file the current date time on each record it works on so i refresh everytime to that external page to see if it stopped updating after an unknown period it actually stops for no reason the script has nothing that says stop or anything and if anything wrong happened i told it to skip the record nothing wrong happens tho they all work in the same line if one works then all should work however my main doubts are in the following apache has a timeout that kills it that was not the proper way to execute php script in background there is a timeout somewhere whether in php or apache or mysql ', '', 'thats where my biggest doubt goes mysql would it ever stop giving records to the php loop from while ', 'would it crash the whole script if an error occurred ', 'does it has any timeout at anything that crashes the whole script ', 'if none of those could apply to it is there any way to log what is exactly going on the script now ', 'or why would it crash ', 'any detailed way to log everything ', 'update i found this in messages file in varlog dec 29 162956 i0sa shutdown5609 shutting down for system halt dec 29 163014 i0sa exiting on signal 15 dec 29 163028 i0sa syslogd 1506 restart', 'dec 29 165028 i0sa mark dec 29 185031 i0sa mark dec 29 190236 i0sa shutdown3641 shutting down for system halt dec 29 190311 i0sa exiting on signal 15 dec 29 190348 i0sa syslogd 1506 restart', 'it says for system halt ill try to make sure that this could be it in the future crashes and match times could this be causing it ', 'and why ', 'memorylimit is 128m while i have 2gb of server memory ram could this be it ', 'p', ' i restarted the server several times manually but this one says shutdown and halt ']","php,mysql,linux,apache,shell"
['cant edit html in chrome dev tools sources tab'],"['i have a noob question about the sources panel in dev tools when in the elements tab i see my css to the right', 'i click on a css file and am brought to the sources tab where i can make live edits', 'i can bring up the js and do the same but if i bring up the html file i am unable to make any edits to the html', 'why is this', 'is this by design', 'what am i missing']","javascript,html,css,google-chrome,google-chrome-devtools"
['how to save enum field in the database room'],"['i must write the value from the enum enumeration to the database', 'an error occurs during compilation', 'what am i doing wrong', 'cannot figure out how to save this field into database', 'you can consider adding a type converter for it', 'columninfoname stateofhealth typeconvertershealthconverterclass var health health enum class healthval value int none1 verybad0 class healthconverter typeconverter fun fromhealthvalue health int return valueordinal typeconverter fun tohealthvalue int health return whenvalue 1 healthnone 0 healthverybad else healthexcellent ']","android,kotlin,enums,android-room,converters"
['c compile error invoke or begininvoke cannot be called on a control until the window handle has been created'],"['i just posted a question about how to get a delegate to update a textbox on another form', 'just when i thought i had the answer using invokethis happens', 'here is my code main form code using system using systemdrawing using systemcollections using systemcomponentmodel using systemwindowsforms using systemdata using systemio using systemdataoledb using systemcollectionsspecialized using systemtext using systemthreading delegate void logaddstring message namespace lcrshepherdstaffupdater10 public partial class main form public main initializecomponent public void addstring message thislogitemsaddmessage public void logaddstring message compiler error below thisinvokenew logaddadd new object message compile error occurs here compiler error above private void exitprogramtoolstripmenuitemclickobject sender eventargs e applicationexit private void abouttoolstripmenuitem1clickobject sender eventargs e form aboutbox new aboutbox1 aboutboxshowdialog private void settingstoolstripmenuitemclickobject sender eventargs e private void settingstoolstripmenuitem1clickobject sender eventargs e settingsformsettingsshowdialog private void synchronizeclickobject sender eventargs e string message here my message is changed this errorloggingupdatelogmessage changed this public class settingsform public static form settings new settings logging class code using system using systemcollectionsgeneric using systemlinq using systemtext namespace lcrshepherdstaffupdater10 public class logging static main mainclass new main static logadd logadddelegate public static void updatelogstring message logadddelegate mainclasslogadd logadddelegatemessage compile error invalidoperationexception was unhandled invoke or begininvoke cannot be called on a control until the window handle has been created', 'i already tried to create a handle on the log itembut that didnt work', 'the problem is i have no clue what i am doing and i have searched google extensively only to find vague answers', 'please tell me how to create the handle before i invoke this delegate', 'while you are at it give me some ways i can make this code more simple', 'for example i dont want two add functions i had to do that because there was no way for me to find an item to invoke from the logging class', 'is there a better way to accomplish what i need to do', 'thank you', 'edit my project is fairly large but these are the only items causing this specific problem', 'log is my richtextbox1 logitemsaddmessage i renamed it to log so it is easier to retype', 'i am calling updatelogmessage from a different form thoughlet me update that in here although it makes no difference where i call updatelogmessage from it still gives me this error you guys are going to have to make things more simpler for meand provide examples', 'i dont understand half of everything you guys are saying herei have no clue on how to work with invoking of methods and handles', 'ive researched the crap out of it too second edit i believe i have located the problem but do not know how to fix it', 'in my logging class i use this code to create mainclass static main mainclass new main i am creating a entirely new blueprint replica to main including log the richtextbox i am trying to update when i call updatelogmessage i believe i am trying to update the log richtextbox on the second entity of main otherwise known as mainclass', 'of course doing so will throw me this exception because i havent even seen that replica of the current main i am using', 'this is what i am shooting for thanks to one of the people that gave an answer main mainclass applicationopenformsoftypemainfirst logadddelegate mainclasslogadd logadddelegatemessage i need to create mainclass not with the new operator because i dont want to create a new blueprint of the form i want to be able to edit the current form', 'the above code doesnt work though i cant even find application', 'is that even c syntax', 'if i can get the above code to work i think i can resolve my issue and finally lay this problem to rest after a couple of hours of seeking for answers', 'final edit i figured it out thanks to one of the users below', 'here is my updated code main form code using system using systemdrawing using systemcollections using systemcomponentmodel using systemwindowsforms using systemdata using systemio using systemdataoledb using systemcollectionsspecialized using systemtext using systemthreading delegate void logaddstring message namespace lcrshepherdstaffupdater10 public partial class main form private static main mainformforlogging public static main mainformforlogging get return mainformforlogging public main initializecomponent if mainformforlogging null mainformforlogging this public void addstring message thislogitemsaddmessage public void logaddstring message thislogbegininvokenew logaddadd new object message private void exitprogramtoolstripmenuitemclickobject sender eventargs e applicationexit private void abouttoolstripmenuitem1clickobject sender eventargs e form aboutbox new aboutbox1 aboutboxshowdialog private void settingstoolstripmenuitemclickobject sender eventargs e private void settingstoolstripmenuitem1clickobject sender eventargs e settingsformsettingsshowdialog private void synchronizeclickobject sender eventargs e addtest loggingupdatelogtestthisone databasehandlingcreatedataset public class settingsform public static form settings new settings logging class code using system using systemcollectionsgeneric using systemlinq using systemtext namespace lcrshepherdstaffupdater10 public class logging static main mainclass mainmainformforlogging static logadd logadddelegate public static void updatelogstring message logadddelegate mainclasslogadd logadddelegatemessage ']","c#,delegates,invoke,handle,runtime-error"
['does the c standard guarantee that a failed insertion into an associative container will not modify the rvaluereference argument'],"['include set include string include cassert using namespace stdliterals int main auto coll stdset hellos auto s hellos collinsertstdmoves asserthellos s always ok ', 'does the c standard guarantee that a failed insertion into an associative container will not modify the rvaluereference argument']","c++,stl,language-lawyer,rvalue-reference,pass-by-rvalue-reference"
['android studio 151 could not find property vectordrawables'],"['im using android studio 151 gradle 28 and my project min sdk vserion14 target sdk version 23 so when i add vectordrawables to configuration by documentation google added vectordrawable support library i get following error error13 0 could not find property vectordrawables on productflavordecoratednamemain dimensionnull minsdkversionapiversionimplmapilevel14 mcodenamenull targetsdkversionapiversionimplmapilevel23 mcodenamenull renderscripttargetapinull renderscriptsupportmodeenablednull renderscriptndkmodeenablednull versioncode25 versionname1025 applicationidcomsmsoftalibaba testapplicationidnull testinstrumentationrunnernull testinstrumentationrunnerarguments testhandleprofilingnull testfunctionaltestnull signingconfignull resconfignull mbuildconfigfields mresvalues mproguardfiles mconsumerproguardfiles mmanifestplaceholders', 'this is my buildgradle file apply plugin comandroidapplication android compilesdkversion 23 buildtoolsversion 2302 defaultconfig applicationid comsmsoftalibaba minsdkversion 14 targetsdkversion 23 versioncode 25 versionname 1025 vectordrawablesusesupportlibrary true buildtypes release minifyenabled false proguardfiles getdefaultproguardfileproguardandroidtxt proguardrulespro dependencies compile filetreedir libs include jar testcompile junitjunit412 compile comandroidsupportappcompatv72320 compile comandroidsupportdesign2320 compile comandroidsupportsupportv42320 compile comandroidsupportcardviewv72320 anybody know how to fix this problem ', 'edit thanks to gabriele mariotti to signal for my confused between gradle and gradle plugin', 'im confused when reading the addition of compact vector drawables instructions']","android,android-studio,gradle,android-support-library,android-vectordrawable"
['ar with ios putting a light in the scene makes everything black'],"['ok i am trying desperately to achieve this sort of warm lighting on my objects when added to my arscene in swiftxcode warm lighting and little glowing lights around to be clear i do not want the objects i add to my scene to look like they belong in the surrounding room', 'i want them to stand out look warm and glowall the tutorials on arkit teach you how to mimic the lighting of the actual room', 'xcode has several lighting options pulling from the surroundings gathered by the camera because with if let lightestimate sessioncurrentframelightestimate i can print out the warmth intensity etc', 'and i also have these properties currently set to match the light of room sceneviewautomaticallyupdateslighting true extension arscnview func setup scene setup antialiasingmode multisampling4x autoenablesdefaultlighting true preferredframespersecond 60 contentscalefactor 13 if let camera pointofviewcamera camerawantshdr true camerawantsexposureadaptation true cameraexposureoffset 1 cameraminimumexposure 1 cameramaximumexposure 3 i have tried upping the emission on my objects textures and everything but nothing achieves the effect', 'adding a light just turns the objects blackno color', 'what is wrong here']","swift,xcode,augmented-reality,arkit,lighting"
['aspnet ajax error syswebformspagerequestmanagerparsererrorexception'],"['my website has been giving me intermittent errors when trying to perform any ajax activities', 'the message i get is syswebformspagerequestmanagerparsererrorexception the message received from the server could not be parsed', 'common causes for this error are when the response is modified by calls to responsewrite response filters httpmodules or server trace is enabled', 'details error parsing near doctype html p', 'so its obviously some sort of server timeout or the servers just returning back mangled garbage', 'this generally unfortunately not always happe']","javascript,asp.net,.net,exception,ajax.net"
['unlisted app in stores'],"['is it possible to publish an ios app in app store and google play store which is unlisted and cant be found by search', 'only people who have the link to the app in the store can download it', 'is this possible']","android,ios,google-play,app-store,app-store-connect"
['how to store the active status of a task and maintain permanency of a list of these tasks'],"['i am trying to accurately learn the status of tasks that are kicked off by a queuebackgroundworkeritem thread', 'i can access the task object and add them to a list of my taskmodels and send that list object to my view', 'my view only ever shows one one task status no matter how many times i click the queueworkitem link and start a new task', 'id like to figure out a couple of things how in mvc do i keep a live list of how many tasks i generated', 'i assumed by sending the model to the view i would assure some permanency', 'once i can do that i assume i would be able to store the task objects in my list', 'however even in this example below i still dont seem to be able to know what the status of the task is at any given time it seems i can only know what it is at the time of adding it to my list', 'i am hoping someone has done something similar and can help with this', 'thanks', 'jason edit the core requirements of this setup are i need to use a queuebackgroundworkeritem to run a long job even if the browser gets closed i chose to embed a task so i could learn the ongoing status of each job run', 'i understand that with the qbwi that running a task would be overkill', 'but i could find no other way to know what the status of the qbwi is at any time', 'controller listtaskmodel taskmodellist new listtaskmodel public actionresult queueworkitem task task viewbagmessage state string printpath cworkqueuebackgroundworkeritempracticequeuebackgroundworkeritempracticeworkerprintfile datetimenowtolongtimestringtostringreplace txt systemwebhostinghostingenvironmentqueuebackgroundworkitemcancellationtoken task taskrun string filepath printpath string text file line if systemiofileexistsfilepath using var stream systemiofilecreatefilepath textwriter tw new streamwriterprintpath for int i 0 i 400 i text line i twwritelinetext threadsleep200 twclose var c taskcontinuewithantecedent taskmodellistaddnew taskmodeltask return viewtaskmodellist view model listqueuebackgroundworkeritempracticemodelstaskmodel viewbagtitle queue background worker h2viewbagtitleh2 h3viewbagmessagespan idmodelclassspanh3 puse this area to provide additional informationp ul foreach var taskmodel in model litaskmodelstatusli ul edit solution following raffaeus advice and the following compromises i was able to find it as such we are only running one task at any given time', 'i dont need a list i dont truly need the status ondemand', 'i only need to know when its completed i wanted to be able to leverage the task id to instantiate the task later from the id', 'that proved to involve more overhead than necessary', 'instead i found the feature taskcompletedtask available in net 46 and up', 'this used in async allowed me to get the status of the task when it is complete', 'voila', 'thanks to everyone for your suggestions', 'the best part this longrunning task will complete whether i close the browseror stop iis', 'miraculous', 'public actionresult queueworkitem systemwebhostinghostingenvironmentqueuebackgroundworkitemcancellationtoken task taskrunasync string printpath c string filepath printpath string text file line if systemiofileexistsfilepath using var stream systemiofilecreatefilepath textwriter tw new streamwriterprintpath for int i 0 i 400 i text line i twwritelinetext threadsleep200 twclose await taskcompletedtask var c taskcontinuewithantecedent taskid taskid status taskstatustostring try string connstring webconfigurationmanagerconnectionstringstaskcontexttostring sqlcommandcommandtext insert into dbotasktable taskid status values taskid status connconnectionstring connstring sqlcommandconnection conn connopen sqlcommandexecutenonquery catch exception ex string info exmessage extostring exstacktrace throw new exceptionsql issue info finally if conn null connclose conn null sqlcommand null return view ']","c#,asp.net,iis,task,session-variables"
['seleniumcommonexceptionselementclickinterceptedexception message element click intercepted element is not clickable with selenium and python'],"['i am currently working on a project which fills a form automatically', 'and the next button appears when the form is filled thats why it gives me an error', 'i have tried webdriverwaitdriver 10untilecelementtobeclickablebyxpathinputtypebutton and classbutton next driverfindelementbyxpathinputtypebutton and classbutton nextclick html span classbtn input typebutton valuenext classbutton payoneerbutton datacontroltovalidatepersonaldetails dataonfieldsvalidationtogglenextbutton dataonclickupdateserverwithcurrentsection idpersonaldetailsbutton input div classclearfixdiv span error seleniumcommonexceptionselementclickinterceptedexception message element click intercepted element is not clickable at point 203 530', 'other element would receive the click session info chrome7603809132']","python,selenium,xpath,css-selectors,webdriverwait"
['mock authentication decorator in unittesting'],"['i wanted to mock validatetoken decorator while writing unit test for one of view viewspy from thirdpartmodule import vaidatetoken from setting import config class myviews validatetokenconfigissuer configsecretkey def getdata do stuff return jsonloadsdata here validatetoken is a thirtdparty module to authorize request and the token is issued by third party so i dont want execute validatetoken decorator for my tests below are my sample test code', 'testviewspy patchviewsvalidatetoken lambda x x def testgetdataself endpoint appgetdata res selfclientgetendpoint assert resstatuscode200 i tried to mock while running tests but its not working as expected its giving 401 error', 'how can i mockpatch decorator for tests anything am missing here thanks in advance']","python,unit-testing,flask,mocking,pytest"
['use draggable divs with jqueryui sortable and bootstrap cursor take distance from divs in colxs6'],"['i want to make a draggable divs with jquery ui and bootstrap like this fiddle but when i want to drag third divs at the end it takes distance from cursor', 'function columns sortable ']","jquery,html,css,twitter-bootstrap,jquery-ui"
['in hibernate how to programmatically set the isolation level of a transaction or how to create two transactions with different isolation levels'],"['im using hibernate 36 with mssql 2005 2008 2012 i would like to set the isolation level of a transaction created by the session but i cant find any information about in', 'this is my code session sess factoryopensession transaction tx null try tx sessbegintransaction do some work txcommit catch runtimeexception e if tx null txrollback throw e or display error message finally sessclose i would like an to do something like that sessbegintransaction1248 is that possible', 'thank you']","java,sql-server,hibernate,transactions,isolation-level"
